Asset,Strategy,RoundTripCost,Annualised Return,Annualised Volatility,Sharpe,Sortino,Skew,Max Drawdown,Avg |Δw|
QQQ,VC_FLAT,0.0,0.08203301318019363,0.11492470250950138,0.7436791711371142,0.7125513422248443,-0.35428525188225435,-0.22673003900356126,0.06338185890257558
QQQ,VC_FLAT,0.0002,0.08030789137222527,0.11491686663164086,0.7298340509972718,0.7008996960334714,-0.35729600539592354,-0.23258578104853378,0.06338185890257558
QQQ,VC_FLAT,0.001,0.07343258619481152,0.11490315604165224,0.674331185981952,0.6496338210525926,-0.36905382443186635,-0.2555753590140162,0.06338185890257558
SLV,BH,0.0,0.08369278499378408,0.3109017894531959,0.4152158748363827,0.5383765535830293,-0.5057089873047143,-0.7628015142556765,0.0
SLV,BH,0.0002,0.08369278499378408,0.3109017894531959,0.4152158748363827,0.5383765535830293,-0.5057089873047143,-0.7628015142556765,0.0
SLV,BH,0.001,0.08369278499378408,0.3109017894531959,0.4152158748363827,0.5383765535830293,-0.5057089873047143,-0.7628015142556765,0.0
SLV,TSMOM,0.0,-0.08470393415141675,0.3109979004944768,-0.1288411899577226,-0.17773812042853354,0.030732444237209763,-0.9462552955829995,0.10929451287793952
SLV,TSMOM,0.0002,-0.08722229201691645,0.3109989544949946,-0.13769481848989626,-0.18998110019466416,0.031107190034705055,-0.9482821147881718,0.10929451287793952
SLV,TSMOM,0.001,-0.09723160543074638,0.31101991417925134,-0.1730994132465853,-0.23893714350018086,0.03259457650826084,-0.9556567399094759,0.10929451287793952
SLV,VC_CONTRARIAN,0.0,-0.1049006960232115,0.31098337179775976,-0.20035727444815493,-0.27564165760294884,-0.06957111764282939,-0.8822465785318465,0.18275475923852183
